"id","name","journal_id:id","account_asset_id:id","account_depreciation_id:id","account_expense_depreciation_id:id","improvement_journal_id:id","impairment_journal_id:id","impairment_account_id:id","impairment_expense_account_id:id","impairment_reversal_account_id:id","method_time","method_number","method_period","method","method_progress_factor","prorata","date_min_prorate","sequence_id:id","asset_cancel_group_ids:id","asset_cancel_group_ids:id"
"kategori_aset_120","Neon sign (termasuk : Bacdroop, Letter sign/Huruf timbul &amp; Logo)","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_13","group_pat_validator","group_pat_validator"
"kategori_aset_121","Rambu Lalu Lintas (Petunjuk Arah, Larangan, Peringatan)","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_13","group_pat_validator","group_pat_validator"
"kategori_aset_122","Karpet ( termasuk jenis katun, kulit, polypropylene, sisal, wool)","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_13","group_pat_validator","group_pat_validator"
"kategori_aset_123","Blinds dan Gorden (Roller, Vertical, Horizontal)","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_13","group_pat_validator","group_pat_validator"
"kategori_aset_124","Breket (Standing, dinding)","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_13","group_pat_validator","group_pat_validator"
"kategori_aset_125","Tenda (termasuk tenda kerucut, Lipat)","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_13","group_pat_validator","group_pat_validator"
"kategori_aset_126","Thermostat Digital (alat pengatur suhu agar tetap stabil)","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_13","group_pat_validator","group_pat_validator"
"kategori_aset_127","Penampungan air (Tandon), termasuk tangki fiber, stainless, bawah tanah, Mesin Pompa Pengisian (air)","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_13","group_pat_validator","group_pat_validator"
"kategori_aset_128","Acces Control/ Kunci Elektronik/ Elektronic Door Lock/ Finger Lock","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_13","group_pat_validator","group_pat_validator"
"kategori_aset_130","Monitor/ TV/ LCD/ LED/ Alat Display Lainnya","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_14","group_pat_validator","group_pat_validator"
"kategori_aset_131","Kamera/ Video Recorder (DSLR &amp; Pocket)","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_14","group_pat_validator","group_pat_validator"
"kategori_aset_132","In Focus/ Projector (termasuk layar)","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_14","group_pat_validator","group_pat_validator"
"kategori_aset_133","Audio Sound System (Termasuk : Microphone)","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_14","group_pat_validator","group_pat_validator"
"kategori_aset_134","Remote Conference System","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_14","group_pat_validator","group_pat_validator"
"kategori_aset_135","Alat Perekam Voice Recorder","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_14","group_pat_validator","group_pat_validator"
"kategori_aset_136","CCTV System","account_journal_depreciation","account_008","account_009","account_010","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","degressive",0.5,"True",31,"sequence_lot_14","group_pat_validator","group_pat_validator"
"kategori_aset_139","Aplikasi   SCV Pelaporan","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_140","Aplikasi  Obox (OJK BOX)","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_141","Aplikasi Audit Management System (AMS)","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_142","Aplikasi BI-RTGS Gen II (Konv &amp; Syariah)","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_143","Aplikasi Dashboard","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_144","Aplikasi E Ducomen","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_145","Aplikasi Early Warning System","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_146","Aplikasi Interface SKNBI-NG","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_147","Aplikasi Interfase BI RTGS","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_148","Aplikasi Management Asset II","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_149","Aplikasi Modul ","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_150","Aplikasi Modul Rumah sakit","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_151","Aplikasi MPN","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_152","Aplikasi MPN  Gen  II","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_153","Aplikasi PBB On Line","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_154","Aplikasi Pelaporan Antasena","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_155","Aplikasi Sistem  Implementasi M Risiko","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_156","Aplikasi Software Monitoring System","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_157","Aplikasi VBS Konvensional","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_158","Aplikasi VBS Syariah","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_159","Configuration BIG Aplication Firewall Module","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_160","DRC","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_161","DRP System","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_162","Engine Valodator","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_163","Implementasi Actiove Directory","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_164","Implementasi Base Risk audit","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_165","Implementasi Business Contuinty","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_166","Implementasi Interface 1","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_167","Implementasi Interface 2","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_168","Implementasi PSAK 50 dan 55","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_169","Implementasi PSAK 50 dan 55 VBS","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_170","Interface","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_171","Interface Aplikasi VBS - RTGS","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_172","Interface BI RTGS","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_173","Internace BI-RTGS Generasi II","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_174","Norman Anti Virus 300 User","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_175","PKM Perkreditan","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_176","Manajemen Security","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_177","Serves Retensi Orekal","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_178","SID 2016","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_179","Sisdur SDM","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_180","Sistim Aplikasi Treasury (OSTS)","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_181","Server","account_journal_depreciation","account_016","account_017","account_018","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_15","group_pat_validator","group_pat_validator"
"kategori_aset_183","Licensi Citrix","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_184","Licensi Citrix New","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_185","Licensi Microsoft","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_186","Licensi Oracle","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_187","Lisensi Anti Virus","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_188","Lisensi Anti Virus Norman Renewal","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_189","Lisensi Database","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_190","Lisensi Database Oracle","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_191","lisensi database oracle","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_192","Lisensi Graph  250 User","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_193","Lisensi Microsoft","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_194","Lisensi Microsoft","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_195","Lisensi New Versi 5.0","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_196","Lisensi O/S","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_197","Lisensi Oracle","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_198","Lisensi Pat","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_199","Lisensi Software GR L","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_200","Lisensi SQL SVR","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_201","Lisensi Windows SVR ","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_202","Microsoft SQL Server","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_203","New Lisensi Graphon","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_204","Server","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_205","SQL 2016","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_206","Software","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_207","Software ATM","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_208","Software Citrix","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_209","Software Oracle","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_210","Software VBS","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_211","Software VBS Konvensional","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_212","Software VBS Syariah","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_213","Windows Serever","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_214","Windows Server","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_215","Windows Server","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
"kategori_aset_216","Windows Server","account_journal_depreciation","account_019","account_020","account_021","account_journal_improvement","account_journal_impairment","account_011","account_012","account_013","year",4,"month","linear",0,"True",31,"sequence_lot_16","group_pat_validator","group_pat_validator"
